"","X","id","source","target142","cse142","cse143","target143","numAdmApplication","admitStatus","gender","ethnic","transfer","Q5b","Q5d","Q5e","Q5f","Q7a","Q8a","Q8c","Q8d","Q8e","Q8g","Q8i","Q9","Q11","GPA","stdmath","stdverbal","stdcomb","appscores","cse142firstclass","cse142grade","cse143firstclass","cse143grade"
"1832",1832,"8bdb0aa6-7b7b-5061-8cae-347119a356fa","student","CSE142",1,1,"CSE143",1,"DNA","F","CAUCASN",NA,1,4,1,1,5,5,5,4,4,3,4,1,4,3.62,670,NA,NA,NA,1,3.2,1,2.8
"1833",1833,"8c0f64c7-6812-5ecb-a969-1f2067603a4b","student","CSE142",3,3,"CSE143",1,"DNA","M","ASIAN",NA,1,4,4,3,5,5,4,4,4,5,2,1,1,3.28,580,510,1090,NA,3,3.6,3,3.1
"1834",1834,"8c24104b-9eae-5f11-b893-3d5c3d6e129d","student","CSE142",2,1,"NA143",1,"DNA","M","AFRO-AM",NA,4,3,2,3,1,5,5,3,5,5,2,1,1,3.13,610,620,1230,NA,2,3.4,NA,NA
"1835",1835,"8c3bdbac-55c9-5b28-922e-3f612d18f5e9","student","CSE142",2,1,"NA143",1,"DNA","F","CAUCASN",NA,4,2,1,1,2,5,3,5,4,2,2,1,1,3.53,660,580,1240,NA,2,3.3,NA,NA
"1836",1836,"8c460c02-4e1d-57f4-abea-54377a17cfbd","student","CSE142",1,2,"CSE143",1,"DNA","M","ASIAN",NA,4,3,2,1,4,5,4,5,4,4,3,2,1,3.54,620,480,1100,NA,1,3.7,2,2.4
"1837",1837,"8c531dd0-e8c3-5cdb-9578-dfc03487d973","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,2,4,3,2,5,4,4,4,4,4,4,1,1,3.32,750,500,1250,NA,1,2.9,1,2.1
"1838",1838,"8c548fd8-2886-51fd-9d7a-cde7caffdf62","student","CSE142",1,2,"CSE143",1,"DNA","F","CAUCASN",NA,1,4,1,2,5,5,3,5,5,1,4,2,2,3.83,690,NA,NA,NA,1,3.7,2,3.8
"1839",1839,"8c599fd3-c5e8-50e5-8e11-5509aa59a182","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,1,3,1,1,4,4,3,5,4,2,4,1,1,3.66,660,670,1330,NA,1,2.2,NA,NA
"1840",1840,"8c7450d1-e81e-5f1b-a4c5-872a3bcb301c","student","CSE142",2,2,"CSE143",1,"Accept","F","ASIAN",NA,1,4,1,1,5,5,3,5,4,4,3,2,1,3.61,710,650,1360,4.5,2,4,2,3.8
"1841",1841,"8c86eafb-3cea-5016-8560-8bd8c12fcc28","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,1,4,1,1,5,5,3,5,3,3,3,1,1,2.7,580,570,1150,NA,1,NA,NA,NA
"1842",1842,"8cd3133b-d955-5cd3-bea2-6efe31178fcf","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,1,4,1,1,5,4,4,4,4,2,2,3,2,2.92,730,500,1230,NA,1,2.5,NA,NA
"1843",1843,"8cdb99a6-aec9-5b16-a552-15350a43d97a","student","CSE142",3,1,"NA143",1,"DNA","M","ASIAN",NA,4,2,2,2,4,5,4,4,5,3,2,1,1,2.94,540,600,1140,NA,3,2.1,NA,NA
"1844",1844,"8ce9ec70-783f-5ebc-ad02-482cd2a42ea3","student","CSE142",1,2,"CSE143",2,"Deny","F","CAUCASN",FALSE,2,3,1,1,4,5,4,4,3,2,3,2,1,3.62,630,600,1230,3,1,3.3,2,3.3
"1845",1845,"8d1139dd-1c13-5a2e-859d-2aa8922d4066","student","CSE142",3,1,"NA143",1,"DNA","M","CAUCASN",NA,1,3,1,3,5,5,3,5,5,2,1,1,1,4,500,460,960,NA,3,NA,NA,NA
"1846",1846,"8d2181af-1123-5569-a22d-3a80bc4588ce","student","CSE142",2,1,"NA143",1,"DNA","F","CAUCASN",NA,2,2,2,2,3,3,4,5,4,4,2,1,1,3.06,620,550,1170,NA,2,0.7,NA,NA
"1847",1847,"8d2db73b-6fcf-512c-a69d-b6e313adb929","student","CSE142",1,1,"CSE143",1,"Accept","F","NOT IND",NA,1,4,1,1,5,4,2,5,3,2,2,1,1,3.81,710,550,1260,4.5,1,3.5,1,3.9
"1848",1848,"8d3bffe0-4ea4-5e5b-b9d6-50f8d121bb22","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,1,3,2,2,4,4,5,4,4,4,3,1,1,3.86,790,600,1390,NA,2,NA,NA,NA
"1849",1849,"8d764e28-83e4-59ee-a011-7019c999444e","student","CSE142",2,1,"NA143",1,"DNA","M","CAUCASN",NA,3,3,2,1,4,5,3,4,3,2,1,1,2,2.34,540,600,1140,NA,2,0.8,NA,NA
"1850",1850,"8d827ed5-2e14-5298-9b43-6af673e527a9","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,2,4,3,1,5,4,4,4,4,4,2,3,1,2.69,800,510,1310,NA,1,3.3,NA,NA
"1851",1851,"8d82aa97-5c18-525d-8e9a-d4d41905d11c","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,3,4,1,1,4,5,3,4,4,3,1,1,1,3.06,680,720,1400,NA,1,2.6,1,2.3
"1852",1852,"8d82e1ef-d0e8-5d17-97bd-9ed86c092c74","student","CSE142",1,3,"CSE143",1,"DNA","F","NOT IND",NA,4,2,1,1,4,1,1,1,2,1,3,1,1,3.6,800,470,1270,NA,1,3.5,3,3
"1853",1853,"8d8dbc4c-bd4e-5b1d-b4e0-73744aa71a6c","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,4,2,2,1,3,5,4,4,5,3,1,1,1,2.96,600,570,1170,NA,1,0,NA,NA
"1854",1854,"8d9ad4d7-c3ba-5df1-81f0-f01419a5852c","student","CSE142",1,2,"CSE143",1,"DNA","M","NOT IND",NA,2,3,1,1,3,3,3,3,2,4,4,1,1,3.06,760,500,1260,NA,1,3.1,2,1.9
"1855",1855,"8da558ad-2d7a-5e57-b905-5ca02f054472","student","CSE142",2,2,"CSE143",2,"Deny","F","CAUCASN",FALSE,2,3,3,2,4,3,1,3,4,4,1,1,1,3.84,710,NA,NA,4,2,3.9,2,3.4
"1856",1856,"8dcbc7a1-1463-5d47-ad27-334f599637ac","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,3,4,NA,1,4,5,5,5,5,4,4,1,1,3.15,NA,NA,NA,NA,2,1.8,NA,NA
"1857",1857,"8df49a88-5584-508c-97bb-ef4eb694ff22","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,1,4,4,3,5,4,4,5,5,1,1,1,1,3.22,740,600,1340,NA,1,2.9,1,2.3
"1858",1858,"8e007f03-66c5-52bf-b32b-071edf5f7778","student","CSE142",3,3,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,1,4,5,3,5,4,2,2,2,2,1.72,640,640,1280,NA,3,3.5,3,0
"1859",1859,"8e026b50-315f-55f6-9841-d99a03ba7668","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,3,3,2,1,5,5,5,5,5,4,2,1,1,3.04,710,640,1350,NA,1,1.6,NA,NA
"1860",1860,"8e30fca1-0812-563f-b143-fd998f555d32","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,3,4,2,1,4,5,4,4,5,5,2,3,1,3.16,650,580,1230,NA,1,2.9,NA,NA
"1861",1861,"8e320ffb-00d8-5b86-b3dd-fe17b7d69849","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,3,2,1,1,3,5,5,4,5,3,2,1,1,3.78,740,620,1360,NA,2,3.3,NA,NA
"1862",1862,"8e3c85cd-4ee4-5d5d-8bcf-bd8d294a359e","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,2,4,2,3,5,5,4,4,5,3,4,3,1,2.71,630,570,1200,NA,1,2.1,1,1.8
"1863",1863,"8e43faf3-520d-588c-9614-b2dc59c25c3d","student","CSE142",1,2,"CSE143",1,"DNA","M","ASIAN",NA,4,3,3,2,4,4,5,4,4,2,2,1,1,3.45,750,560,1310,NA,1,3.4,2,2.8
"1864",1864,"8e4a9a27-2420-50b0-9343-2585113490fc","student","CSE142",4,1,"NA143",1,"DNA","M","CAUCASN",NA,1,4,2,1,5,3,3,3,4,4,2,2,1,3.1,NA,NA,NA,NA,4,0,NA,NA
"1865",1865,"8e6db35a-d368-5c2d-a24c-c6254a391b55","student","CSE142",1,1,"NA143",1,"DNA","F","ASIAN",NA,2,4,1,1,5,5,3,5,4,2,1,1,1,2.71,770,570,1340,NA,1,3.1,NA,NA
"1866",1866,"8e7119e4-b0e6-52e3-83f2-fb4ec4fdc989","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,2,3,1,1,2,5,2,5,5,5,5,1,1,3.62,NA,575,NA,NA,2,3,NA,NA
"1867",1867,"8e96f56f-3203-5aba-afbc-19227f8f9c3b","student","CSE142",1,1,"NA143",1,"DNA","F","ASIAN",NA,2,4,2,1,4,5,4,4,4,3,2,1,1,3.27,595,NA,NA,NA,1,2.2,NA,NA
"1868",1868,"8e9ddb87-8885-5d91-89e6-6d86ffc5a0b6","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,4,3,1,1,4,5,4,4,4,3,1,1,1,3.43,680,510,1190,NA,2,3.5,NA,NA
"1869",1869,"8ec766cb-e71a-5d04-9834-7b0c4ea704cf","student","CSE142",4,4,"CSE143",1,"DNA","M","CAUCASN",NA,2,4,3,2,5,5,3,5,5,2,1,1,2,2.85,570,580,1150,NA,4,3.3,4,2.7
"1870",1870,"8edd4fa7-9de3-539a-91a9-421ca8d8c235","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,1,4,1,2,5,5,5,5,5,2,1,1,1,3.41,640,540,1180,NA,1,3,1,NA
"1871",1871,"8ee0e7d6-a0c3-55a2-ac4f-d438c98a4711","student","CSE142",2,2,"CSE143",2,"SD","M","CAUCASN",FALSE,4,3,1,2,4,5,5,3,4,3,4,1,1,3.56,720,690,1410,3.5,2,3.8,2,3.8
"1872",1872,"8ee9578a-7561-555f-9cba-8e7689dd1f6d","student","CSE142",1,2,"CSE143",1,"DNA","M","AFRO-AM",NA,4,3,1,2,4,3,3,4,2,2,4,1,4,3.45,610,630,1240,NA,1,2.6,2,2.3
"1873",1873,"8eef6616-357e-5aaf-bfb6-29bf9e4a481d","student","CSE142",2,2,"CSE143",1,"Accept","F","NOT IND",NA,4,2,1,1,3,3,5,3,5,4,4,1,1,3.9,NA,NA,NA,NA,2,4,2,4
"1874",1874,"8f13a55c-a901-5919-b30c-cd9ebe09caeb","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,1,3,2,1,4,5,4,4,4,3,3,1,2,3.45,NA,755,NA,NA,1,3.5,NA,NA
"1875",1875,"8f308a1c-02e6-5a80-9f0f-744acd2d5cc1","student","CSE142",2,3,"CSE143",1,"Accept","F","CAUCASN",NA,1,2,3,1,2,4,3,4,4,2,1,1,1,3.93,710,755,1465,5,2,3.8,3,4
"1876",1876,"8f395539-4053-535b-981f-21de32736d70","student","CSE142",2,2,"CSE143",1,"Deny","M","CAUCASN",FALSE,1,3,2,1,2,4,3,4,4,2,2,1,2,3.36,630,NA,NA,2.5,2,3.9,2,3.3
"1877",1877,"8f53039b-f2c9-50b7-8f22-69f494a39cc7","student","CSE142",1,1,"CSE143",2,"Deny","M","NOT IND",NA,1,4,2,2,5,4,5,4,5,1,1,1,2,3.45,720,590,1310,2,1,3.5,1,3.1
"1878",1878,"8f7f824a-43fd-52f5-acfb-e7e52b6413b2","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,3,4,3,4,5,4,4,4,3,3,3,1,1,0.96,NA,NA,NA,NA,1,NA,NA,NA
"1879",1879,"8f8b5358-3249-5707-9ba5-b46ed883e08a","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,3,4,1,1,5,4,4,5,4,4,4,1,1,2.68,590,520,1110,NA,1,3.1,1,2.1
"1880",1880,"8f94eb49-b9ff-5574-93a8-6d79ad386d1a","student","CSE142",2,1,"NA143",1,"DNA","M","CAUCASN",NA,1,4,2,1,3,5,3,4,4,3,3,NA,1,2.98,710,670,1380,NA,2,2.3,NA,NA
"1881",1881,"8f98a7b8-6fb8-5bb5-b13d-df274c0ba24f","student","CSE142",1,2,"CSE143",1,"DNA","M","NOT IND",NA,3,4,1,1,5,4,4,3,4,4,3,1,2,3.45,790,440,1230,NA,1,3.8,2,2.6
"1882",1882,"8f9b94ae-534b-564d-a84a-f5b93e1c5f38","student","CSE142",1,2,"CSE143",1,"DNA","F","ASIAN",NA,2,4,1,1,5,4,4,4,5,1,1,2,2,3.39,540,510,1050,NA,1,3.3,2,3.1
"1883",1883,"8fb02fd9-4ad9-58a9-9004-aa168d79aa14","student","CSE142",3,3,"CSE143",1,"DNA","F","NOT IND",NA,4,4,3,2,5,4,3,4,4,5,5,2,4,3.51,790,450,1240,NA,3,2.9,3,3.1
"1884",1884,"8fbb432d-5f0d-5d45-9d3d-70b957504e53","student","CSE142",3,1,"NA143",1,"DNA","F","ASIAN",NA,1,3,1,3,5,5,3,5,3,1,2,1,1,3.49,570,600,1170,NA,3,NA,NA,NA
"1885",1885,"8fdb4942-dab2-596d-b385-7e914ab85590","student","CSE142",1,2,"CSE143",1,"DNA","M","CAUCASN",NA,2,4,1,1,5,4,3,4,4,3,4,1,1,3.49,670,690,1360,NA,1,3,2,2.2
"1886",1886,"8fdf48dc-e8ff-5200-85c7-4c2fdd87a6d9","student","CSE142",2,1,"NA143",1,"DNA","F","CAUCASN",NA,4,3,2,2,4,5,5,4,5,4,1,2,1,3.36,680,700,1380,NA,2,NA,NA,NA
"1887",1887,"8fe0090e-0e8b-568a-9277-b15a4eb65c9e","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,2,2,1,1,5,5,5,4,4,4,3,1,1,2.84,710,NA,NA,NA,1,2.4,NA,NA
"1888",1888,"8fe46060-3d03-51c7-a3d6-b47f2a3df443","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,3,1,1,1,2,4,3,3,4,4,3,1,1,3.37,660,580,1240,NA,2,2.6,NA,NA
"1889",1889,"8fefff35-50b0-598e-a9f4-868899332c1a","student","CSE142",1,1,"CSE143",1,"Accept","M","NOT IND",FALSE,3,3,2,2,5,5,4,5,4,4,1,1,3,3.84,800,550,1350,4.5,1,3.7,1,4
"1890",1890,"8ff264f5-6e64-5f6a-8f1e-8da04f911401","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,3,3,1,1,3,3,3,3,3,3,3,1,1,2.99,560,430,990,NA,2,2.8,2,1.5
"1891",1891,"90035ad5-d637-5402-b98b-017f299088a9","student","CSE142",3,1,"NA143",1,"DNA","M","ASIAN",NA,1,3,3,1,3,3,3,3,4,3,2,1,1,3.07,NA,NA,NA,NA,3,2.5,NA,NA
"1892",1892,"900731fd-949f-5597-96dc-88e7d3ebb66f","student","CSE142",2,2,"CSE143",1,"Deny","M","AFRO-AM",NA,1,4,1,1,5,5,4,4,4,2,1,2,2,2.95,660,680,1340,2,2,3.4,2,3.5
"1893",1893,"901a3f53-6b71-5bb5-843b-f2a45a165f59","student","CSE142",2,1,"NA143",1,"DNA","M","CAUCASN",NA,2,4,2,1,3,4,3,3,5,2,3,2,3,2.89,620,680,1300,NA,2,2.9,NA,NA
"1894",1894,"903fd19f-d643-573a-a325-e75d546eb257","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,2,3,2,1,4,3,4,4,4,3,4,2,2,3.29,700,630,1330,NA,1,2.6,NA,NA
"1895",1895,"9046b6b1-dfcc-50c9-bacf-401e3f1d6d8e","student","CSE142",2,1,"NA143",1,"DNA","M","HAW/PAC",NA,3,4,3,1,5,5,3,5,5,4,4,1,1,2.9,535,NA,NA,NA,2,3.1,NA,NA
"1896",1896,"90880478-1288-5361-961d-fdc58f09b58c","student","CSE142",3,1,"NA143",1,"DNA","M","ASIAN",NA,1,3,1,1,4,4,4,3,4,3,3,1,2,2.25,750,610,1360,NA,3,NA,NA,NA
"1897",1897,"9088aacd-b4f6-58c7-aa15-3dad5fc1dab3","student","CSE142",1,3,"CSE143",2,"Accept","M","ASIAN",NA,1,3,1,1,5,5,3,5,5,1,1,1,3,3.76,720,800,1520,5,1,3.6,3,3.8
"1898",1898,"90ae4120-5435-5d1b-92c4-f095a0ffc401","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,1,4,1,1,5,5,5,5,4,4,3,2,1,1.51,430,410,840,NA,1,0,NA,NA
"1899",1899,"90bff43b-1d45-53d2-95b4-72708a53a96f","student","CSE142",1,1,"NA143",1,"DNA","F","ASIAN",NA,2,4,1,1,4,3,3,4,4,2,2,1,2,1.99,550,510,1060,NA,1,0,NA,NA
"1900",1900,"90cc74b9-5ff8-5377-b0af-7e7a1dde7e7d","student","CSE142",1,2,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,3,3,5,5,3,4,4,2,4,1,2,3.11,780,780,1560,NA,1,3.8,2,3.7
"1901",1901,"90d0ea7c-2ebb-5d57-b6da-43fe4545827b","student","CSE142",3,4,"CSE143",1,"DNA","M","CAUCASN",NA,1,3,1,4,5,5,3,4,5,4,2,1,3,3.56,NA,NA,NA,NA,3,3.6,4,NA
"1902",1902,"90fc13ef-6b4a-5be4-92e3-103949fbf4e8","student","CSE142",3,3,"CSE143",1,"Deny","F","ASIAN",NA,1,3,1,1,5,4,3,4,4,1,1,1,1,2.91,660,630,1290,1.5,3,2.7,3,2.1
"1903",1903,"9122cac1-e7ea-5241-97ed-d8c1c8fd6c1f","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,NA,3,2,1,4,4,3,4,3,4,2,1,1,NA,740,520,1260,NA,1,0,NA,NA
"1904",1904,"91444b43-f7a5-58a5-ab63-b569dee3e066","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,2,4,2,1,4,3,3,4,4,3,3,3,2,3.74,780,NA,NA,NA,1,3.5,NA,NA
"1905",1905,"91466b32-1112-5e68-af87-824ea7b8eb33","student","CSE142",1,1,"CSE143",2,"Deny","M","NOT IND",FALSE,1,4,1,1,5,4,3,5,3,2,2,2,2,3.51,800,450,1250,4,1,4,1,4
"1906",1906,"9147b68d-bfda-525e-802a-3e0b8d0923d7","student","CSE142",1,1,"NA143",1,"DNA","F","ASIAN",NA,3,4,1,1,4,3,1,4,3,2,2,1,2,3.15,650,720,1370,NA,1,1.7,NA,NA
"1907",1907,"91544c54-efad-55c5-bb8c-69d12b676ab6","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,3,3,3,2,3,5,5,4,5,4,4,1,1,3.14,800,410,1210,NA,2,3,NA,NA
"1908",1908,"917d5d9e-ebf2-5537-a1ea-f3c551dedbcb","student","CSE142",3,3,"CSE143",1,"Accept","M","CAUCASN",NA,1,4,2,1,5,4,3,5,4,1,2,1,2,3.94,750,760,1510,4.5,3,4,3,4
"1909",1909,"917ee827-f319-5c6f-bda7-5853a29126fe","student","CSE142",2,2,"CSE143",1,"Accept","M","ASIAN",NA,2,4,1,1,5,4,2,4,4,1,3,1,2,3.81,770,630,1400,4.5,2,4,2,4
"1910",1910,"918b4a9c-b2be-5970-a867-1203d40809dd","student","CSE142",2,2,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,1,5,3,3,5,5,2,2,1,1,2.58,600,600,1200,NA,2,3.9,2,3.5
"1911",1911,"91c10691-309d-5e94-ba38-b78176fc1949","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,4,3,3,2,2,4,4,5,3,3,2,1,1,3.38,NA,NA,NA,NA,2,3.1,NA,NA
"1912",1912,"91c3a145-e1ea-5fd9-a3cf-07de300f2114","student","CSE142",2,2,"CSE143",1,"DNA","F","NOT IND",NA,2,2,2,1,4,4,4,4,4,4,4,1,1,3.47,720,620,1340,NA,2,3.6,2,2.7
"1913",1913,"91e2e783-bfcc-5e8d-9b14-d58cf6cdea68","student","CSE142",1,2,"CSE143",1,"Accept","M","ASIAN",NA,1,3,1,1,5,4,3,3,5,3,4,2,1,3.7,670,580,1250,4,1,3.7,2,3.7
"1914",1914,"91e8ebb9-53e7-5064-8bc0-8304668df972","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,4,3,2,2,4,4,4,4,4,2,1,1,1,3.35,750,540,1290,NA,2,3.4,NA,NA
"1915",1915,"9211da10-e1ed-56de-a90c-055511357270","student","CSE142",1,1,"CSE143",1,"Accept","F","NOT IND",NA,2,4,2,2,5,4,5,NA,4,NA,4,2,2,3.6,NA,NA,NA,4.5,1,3.6,1,3.6
"1916",1916,"9215001a-3a9d-5f3b-83e3-b212b3f36117","student","CSE142",1,2,"CSE143",1,"DNA","M","ASIAN",NA,1,3,1,1,4,4,3,5,4,2,3,2,1,3.52,590,550,1140,NA,1,3.4,2,2.8
"1917",1917,"921877ab-a34f-59c4-9af4-d2983d5ead77","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,4,3,1,1,3,5,3,3,4,3,3,1,1,3.52,770,540,1310,NA,2,2.6,NA,NA
"1918",1918,"92477893-0ea9-521d-a9cd-baf27e4d77d8","student","CSE142",3,1,"NA143",1,"DNA","F","CAUCASN",NA,1,4,2,1,4,5,3,4,4,1,1,1,2,3.18,720,670,1390,NA,3,2.4,NA,NA
"1919",1919,"92994571-7822-521a-9172-92e2e6528fd0","student","CSE142",2,3,"CSE143",1,"DNA","M","ASIAN",NA,1,3,2,1,4,5,5,4,5,2,1,2,1,3.09,640,620,1260,NA,2,3.1,3,1.8
"1920",1920,"92b2b296-9148-5162-8ee9-6ee1943d2954","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,1,4,2,2,5,5,5,5,4,4,2,3,4,3.04,790,590,1380,NA,1,3.2,1,3.3
"1921",1921,"92bd2a17-1dd8-5640-a3c3-b2f3f2d54eca","student","CSE142",3,1,"NA143",1,"DNA","M","ASIAN",NA,4,3,1,3,3,5,3,4,4,1,1,3,1,3.67,650,640,1290,NA,3,3.5,NA,NA
"1922",1922,"92c49667-e43d-51cf-8c4f-494e008929ea","student","CSE142",1,2,"CSE143",1,"DNA","M","CAUCASN",NA,4,4,4,4,5,5,5,5,5,3,2,1,1,3.56,640,600,1240,NA,1,2.9,2,3
"1923",1923,"92e13dd6-8587-5d18-b1e9-0f65d9df98f1","student","CSE142",3,4,"CSE143",1,"DNA","M","CAUCASN",NA,2,3,2,3,3,5,4,4,4,2,2,2,1,3.43,750,680,1430,NA,3,3.3,4,3
"1924",1924,"9320780c-552e-598f-867b-78bc065f6248","student","CSE142",1,3,"CSE143",1,"DNA","M","ASIAN",NA,1,3,1,1,5,5,4,4,4,2,1,2,1,3.46,800,690,1490,NA,1,3.9,3,3.3
"1925",1925,"932d7838-6fd9-5f3a-bb52-6ba4697cb141","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,3,4,2,1,5,5,4,5,4,1,1,1,2,2.73,440,420,860,NA,1,1.2,NA,NA
"1926",1926,"93311fce-3a7f-5c01-a940-f67d2a09e3cb","student","CSE142",1,1,"CSE143",1,"DNA","F","CAUCASN",NA,4,4,1,1,5,5,4,4,3,1,1,1,1,3.59,600,700,1300,NA,1,3.2,1,3.6
"1927",1927,"933fca98-90cb-551d-ac57-41d951a7c755","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,1,5,4,3,4,5,2,2,2,2,3.24,680,700,1380,NA,1,2.9,1,1.8
"1928",1928,"934632b1-95a2-599d-9128-9f109cb5633a","student","CSE142",1,1,"CSE143",1,"Accept","M","NOT IND",NA,3,2,1,1,4,5,5,5,4,4,5,1,1,3.63,680,560,1240,4,1,3.7,1,3.5
"1929",1929,"935c77a6-299a-5e0b-9bff-6ea22e935ff7","student","CSE142",1,1,"CSE143",3,"Deny","M","ASIAN",TRUE,1,3,2,1,5,4,4,4,3,3,3,3,1,3.49,760,680,1440,2,1,3.6,1,3.9
"1930",1930,"936478c2-5945-5f91-87c2-d74b15e78a46","student","CSE142",1,4,"CSE143",1,"DNA","F","NOT IND",NA,4,2,1,1,3,5,5,3,5,2,3,1,1,3.34,790,480,1270,NA,1,3.1,4,NA
"1931",1931,"93868795-0876-5f1c-8a5e-851806cd2e3e","student","CSE142",1,1,"NA143",1,"DNA","M","AMER-IND",NA,1,4,1,4,5,5,3,4,4,2,3,2,1,2.12,630,590,1220,NA,1,1.8,NA,NA
"1932",1932,"93960aed-3606-515b-86ab-5a3a57f49e97","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,1,4,1,1,5,3,4,5,4,2,2,4,5,2.68,520,580,1100,NA,1,2,NA,NA
"1933",1933,"93a73e79-08a1-59bc-b9e7-04b588a07804","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,1,4,1,1,5,4,5,5,4,3,4,2,2,3.65,780,470,1250,NA,1,2.9,1,3.3
"1934",1934,"93b8dadb-f167-583f-9cdd-22bac84d0386","student","CSE142",3,1,"NA143",1,"DNA","M","ASIAN",NA,4,3,2,3,4,5,2,5,4,2,2,2,2,3.05,595,NA,NA,NA,3,2.6,NA,NA
"1935",1935,"93c0427e-4142-517d-a6a5-72fbc84cfc33","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,3,4,1,3,3,4,4,4,4,2,4,1,1,3.48,800,420,1220,NA,2,NA,NA,NA
"1936",1936,"93dc75ac-cb18-5bdb-b29d-3f896bab6f84","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,2,4,2,2,1,2,1,2,3,2,3,1,1,3.7,650,455,1105,NA,1,1.7,NA,NA
"1937",1937,"93eb0498-b31c-53f9-bb27-bbffeb26e499","student","CSE142",3,3,"CSE143",1,"DNA","F","NOT IND",NA,4,NA,2,2,5,5,5,5,5,5,3,1,1,3.58,780,NA,NA,NA,3,3.2,3,3.6
"1938",1938,"93f31360-4296-5aa2-9f46-e14a42a11bd2","student","CSE142",3,3,"CSE143",1,"Accept","M","CAUCASN",NA,1,3,2,1,5,5,3,5,5,5,3,1,2,3.93,690,710,1400,4.5,3,3.9,3,4
"1939",1939,"944007f4-c155-5869-b2e4-c1520393f90a","student","CSE142",2,1,"NA143",1,"DNA","F","CAUCASN",NA,2,4,2,1,4,4,3,3,3,3,2,1,1,3.29,520,540,1060,NA,2,2.5,NA,NA
"1940",1940,"945685c7-93b2-5686-a58b-f2b883fadf86","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,2,3,4,2,3,3,2,4,3,5,2,1,1,3.31,650,560,1210,NA,1,2.9,NA,NA
"1941",1941,"9463c72d-54a1-5e03-b8d0-eb525ae5100b","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,1,4,3,2,5,4,3,5,4,4,3,1,1,1.89,680,610,1290,NA,1,1.3,NA,NA
"1942",1942,"947bd457-dad9-5a67-82bc-e3d13df86079","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,1,4,1,2,5,5,5,5,4,2,1,1,1,2.05,760,680,1440,NA,1,2.8,NA,NA
"1943",1943,"94800c19-4459-50bf-8bc4-408d5b60b2ea","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,1,NA,2,1,5,4,3,5,4,2,3,1,2,3.57,755,NA,NA,NA,2,3.8,2,3.3
"1944",1944,"948648d7-c8ae-554e-8179-41a10c52eab7","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,1,4,1,1,5,4,4,5,2,1,1,3,1,2.94,730,570,1300,NA,1,3.3,1,NA
